Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
cluster8,GO:0006913,nucleocytoplasmic transport,48/2827,154/20876,1.1751636423768787e-8,1.5453401897255954e-6,1.1916571671821683e-6,AT4G13350/AT2G37990/AT4G28200/AT2G42810/AT3G12270/AT3G57940/AT1G16280/AT5G43960/AT1G79280/AT1G17580/AT1G79150/AT2G25970/AT4G33200/AT4G02400/AT4G32720/AT3G11964/AT5G17020/AT2G31660/AT5G60980/AT2G34357/AT1G06720/AT5G09840/AT3G07160/AT1G49540/AT3G10650/AT2G18900/AT3G21540/AT3G12860/AT1G80270/AT5G20010/AT2G45660/AT4G34910/AT1G72560/AT1G24310/AT5G51120/AT2G03640/AT5G05680/AT5G54910/AT2G31970/AT5G62600/AT1G33410/AT1G69250/AT4G27010/AT1G15440/AT4G30930/AT2G19560/AT1G07840/AT4G11140,48
cluster8,GO:0051169,nuclear transport,48/2827,154/20876,1.1751636423768787e-8,1.5453401897255954e-6,1.1916571671821683e-6,AT4G13350/AT2G37990/AT4G28200/AT2G42810/AT3G12270/AT3G57940/AT1G16280/AT5G43960/AT1G79280/AT1G17580/AT1G79150/AT2G25970/AT4G33200/AT4G02400/AT4G32720/AT3G11964/AT5G17020/AT2G31660/AT5G60980/AT2G34357/AT1G06720/AT5G09840/AT3G07160/AT1G49540/AT3G10650/AT2G18900/AT3G21540/AT3G12860/AT1G80270/AT5G20010/AT2G45660/AT4G34910/AT1G72560/AT1G24310/AT5G51120/AT2G03640/AT5G05680/AT5G54910/AT2G31970/AT5G62600/AT1G33410/AT1G69250/AT4G27010/AT1G15440/AT4G30930/AT2G19560/AT1G07840/AT4G11140,48
cluster8,GO:0006606,protein import into nucleus,36/2827,101/20876,1.6369606062065205e-8,1.9870183358414534e-6,1.532248146376306e-6,AT2G37990/AT4G28200/AT3G12270/AT3G57940/AT1G16280/AT1G17580/AT1G79150/AT2G25970/AT4G33200/AT4G02400/AT4G32720/AT3G11964/AT2G31660/AT2G34357/AT1G06720/AT5G09840/AT3G07160/AT1G49540/AT2G18900/AT3G21540/AT3G12860/AT1G80270/AT5G20010/AT2G45660/AT4G34910/AT1G72560/AT1G24310/AT5G51120/AT5G54910/AT2G31970/AT5G62600/AT1G33410/AT1G15440/AT4G30930/AT1G07840/AT4G11140,36
cluster8,GO:0006487,protein N-linked glycosylation,34/2827,94/20876,2.6629901975006036e-8,3.0015703797542515e-6,2.3145989987298483e-6,AT3G57410/AT1G50410/AT4G00450/AT2G23980/AT1G31730/AT4G24560/AT2G17520/AT5G43930/AT3G05090/AT1G53570/AT2G39480/AT3G13670/AT4G19110/AT3G07100/AT4G32760/AT2G41700/AT1G23230/AT4G02480/AT3G07610/AT2G38020/AT2G18750/AT2G44100/AT5G14950/AT2G30110/AT4G26970/AT5G66250/AT5G18525/AT4G38240/AT1G30000/AT1G02145/AT1G34300/AT3G12570/AT3G33530/AT1G33050,34
cluster8,GO:0051170,import into nucleus,36/2827,104/20876,3.9241634026540286e-8,4.128219899592038e-6,3.1833915041881103e-6,AT2G37990/AT4G28200/AT3G12270/AT3G57940/AT1G16280/AT1G17580/AT1G79150/AT2G25970/AT4G33200/AT4G02400/AT4G32720/AT3G11964/AT2G31660/AT2G34357/AT1G06720/AT5G09840/AT3G07160/AT1G49540/AT2G18900/AT3G21540/AT3G12860/AT1G80270/AT5G20010/AT2G45660/AT4G34910/AT1G72560/AT1G24310/AT5G51120/AT5G54910/AT2G31970/AT5G62600/AT1G33410/AT1G15440/AT4G30930/AT1G07840/AT4G11140,36
cluster8,GO:0000278,mitotic cell cycle,94/2827,403/20876,5.6347993498952266e-8,5.5573208588341676e-6,4.285413189788738e-6,AT4G05420/AT2G28620/AT3G60240/AT1G63640/AT4G15090/AT5G43020/AT1G48380/AT4G28200/AT5G61150/AT3G60250/AT5G22220/AT2G38440/AT4G02570/AT1G79830/AT3G51120/AT2G17930/AT1G66750/AT1G08370/AT1G30460/AT2G47980/AT1G26170/AT3G11540/AT3G01320/AT5G58230/AT2G16270/AT1G04590/AT5G17020/AT2G40550/AT3G16630/AT5G46070/AT1G08600/AT4G31400/AT4G39860/AT5G10470/AT5G59710/AT3G55340/AT3G57860/AT4G15900/AT3G48750/AT3G07160/AT4G28980/AT5G61460/AT5G61210/AT5G14250/AT4G32850/AT2G48100/AT2G02560/AT5G48600/AT4G38270/AT5G58410/AT4G17000/AT2G46560/AT5G46210/AT3G55850/AT3G45830/AT2G28290/AT3G06010/AT4G27060/AT1G61010/AT5G51120/AT4G02460/AT3G62300/AT3G03950/AT3G23900/AT3G54010/AT5G05680/AT2G41500/AT1G49950/AT2G31970/AT1G55250/AT5G18580/AT2G06990/AT5G05170/AT1G49040/AT2G16440/AT5G49880/AT3G60600/AT5G40840/AT1G11400/AT1G55310/AT5G05970/AT5G66030/AT5G03540/AT5G08020/AT3G54630/AT2G36060/AT4G30870/AT2G45280/AT3G52110/AT1G78430/AT4G09550/AT1G49620/AT5G20850/AT2G37080,94
cluster8,GO:0034504,protein localization to nucleus,36/2827,106/20876,6.853617846005759e-8,6.361769977057111e-6,4.905747510825175e-6,AT2G37990/AT4G28200/AT3G12270/AT3G57940/AT1G16280/AT1G17580/AT1G79150/AT2G25970/AT4G33200/AT4G02400/AT4G32720/AT3G11964/AT2G31660/AT2G34357/AT1G06720/AT5G09840/AT3G07160/AT1G49540/AT2G18900/AT3G21540/AT3G12860/AT1G80270/AT5G20010/AT2G45660/AT4G34910/AT1G72560/AT1G24310/AT5G51120/AT5G54910/AT2G31970/AT5G62600/AT1G33410/AT1G15440/AT4G30930/AT1G07840/AT4G11140,36
cluster8,GO:0009630,gravitropism,46/2827,154/20876,9.851532433963517e-8,8.63651010044135e-6,6.6598663705624715e-6,AT4G05420/AT5G22760/AT3G60240/AT1G77800/AT4G15090/AT5G45710/AT5G58040/AT3G19740/AT1G56590/AT3G06670/AT5G04240/AT3G26400/AT1G17580/AT2G45700/AT2G47980/AT1G12470/AT1G26830/AT1G09570/AT1G08600/AT1G65440/AT4G16250/AT2G47410/AT3G54350/AT5G43130/AT5G10940/AT5G58410/AT3G21430/AT2G20580/AT4G29380/AT2G18790/AT4G02480/AT5G16680/AT3G20130/AT1G04300/AT1G01930/AT3G06400/AT5G43560/AT5G18420/AT2G03150/AT1G02890/AT5G49880/AT1G36160/AT5G23450/AT5G66030/AT5G20730/AT2G34650,46
cluster8,GO:0009629,response to gravity,47/2827,162/20876,1.8922912725360412e-7,1.571597698979933e-5,1.211905103075714e-5,AT4G05420/AT5G22760/AT3G60240/AT1G77800/AT4G15090/AT5G45710/AT5G58040/AT3G19740/AT1G56590/AT3G06670/AT5G04240/AT3G26400/AT1G17580/AT2G45700/AT2G47980/AT1G12470/AT1G26830/AT1G09570/AT1G08600/AT1G65440/AT4G16250/AT2G47410/AT3G54350/AT5G43130/AT5G10940/AT5G58410/AT3G21430/AT2G20580/AT4G29380/AT2G18790/AT4G02480/AT5G16680/AT3G20130/AT1G04300/AT1G01930/AT3G06400/AT5G43560/AT5G18420/AT1G23190/AT2G03150/AT1G02890/AT5G49880/AT1G36160/AT5G23450/AT5G66030/AT5G20730/AT2G34650,47
cluster8,GO:0007034,vacuolar transport,40/2827,129/20876,2.1995161299544218e-7,1.735418226534039e-5,1.3382319190670062e-5,AT5G11710/AT4G30600/AT3G02470/AT5G53310/AT1G56590/AT3G16270/AT5G58060/AT3G51840/AT4G30550/AT3G55770/AT1G09070/AT2G27600/AT1G30900/AT1G79590/AT1G16240/AT1G34190/AT5G53530/AT4G32760/AT5G20350/AT1G73030/AT2G25910/AT4G32850/AT1G56280/AT3G54860/AT2G38020/AT3G61710/AT5G07120/AT1G14400/AT2G44100/AT4G24550/AT2G14720/AT3G55480/AT3G17020/AT1G10290/AT3G60600/AT5G16880/AT2G24200/AT5G03540/AT3G54300/AT2G45980,40
cluster8,GO:0009606,tropism,47/2827,166/20876,4.167091164154737e-7,2.977415011863745e-5,2.2959720857277632e-5,AT4G05420/AT5G22760/AT3G60240/AT1G77800/AT4G15090/AT5G45710/AT5G58040/AT3G19740/AT1G56590/AT3G06670/AT5G04240/AT3G26400/AT1G17580/AT2G45700/AT2G47980/AT1G12470/AT1G26830/AT1G09570/AT1G08600/AT1G65440/AT4G16250/AT2G41100/AT2G47410/AT3G54350/AT5G43130/AT5G10940/AT5G58410/AT3G21430/AT2G20580/AT4G29380/AT2G18790/AT4G02480/AT5G16680/AT3G20130/AT1G04300/AT1G01930/AT3G06400/AT5G43560/AT5G18420/AT2G03150/AT1G02890/AT5G49880/AT1G36160/AT5G23450/AT5G66030/AT5G20730/AT2G34650,47
cluster8,GO:0006623,protein targeting to vacuole,37/2827,118/20876,4.528387850743339e-7,2.977415011863745e-5,2.2959720857277632e-5,AT5G11710/AT4G30600/AT3G02470/AT5G53310/AT1G56590/AT3G16270/AT5G58060/AT3G51840/AT4G30550/AT3G55770/AT1G09070/AT2G27600/AT1G30900/AT1G79590/AT1G16240/AT1G34190/AT5G53530/AT4G32760/AT5G20350/AT1G73030/AT2G25910/AT4G32850/AT1G56280/AT3G54860/AT2G38020/AT3G61710/AT1G14400/AT2G44100/AT4G24550/AT2G14720/AT3G17020/AT3G60600/AT5G16880/AT2G24200/AT5G03540/AT3G54300/AT2G45980,37
cluster8,GO:0072665,protein localization to vacuole,37/2827,118/20876,4.528387850743339e-7,2.977415011863745e-5,2.2959720857277632e-5,AT5G11710/AT4G30600/AT3G02470/AT5G53310/AT1G56590/AT3G16270/AT5G58060/AT3G51840/AT4G30550/AT3G55770/AT1G09070/AT2G27600/AT1G30900/AT1G79590/AT1G16240/AT1G34190/AT5G53530/AT4G32760/AT5G20350/AT1G73030/AT2G25910/AT4G32850/AT1G56280/AT3G54860/AT2G38020/AT3G61710/AT1G14400/AT2G44100/AT4G24550/AT2G14720/AT3G17020/AT3G60600/AT5G16880/AT2G24200/AT5G03540/AT3G54300/AT2G45980,37
cluster8,GO:0072666,establishment of protein localization to vacuole,37/2827,118/20876,4.528387850743339e-7,2.977415011863745e-5,2.2959720857277632e-5,AT5G11710/AT4G30600/AT3G02470/AT5G53310/AT1G56590/AT3G16270/AT5G58060/AT3G51840/AT4G30550/AT3G55770/AT1G09070/AT2G27600/AT1G30900/AT1G79590/AT1G16240/AT1G34190/AT5G53530/AT4G32760/AT5G20350/AT1G73030/AT2G25910/AT4G32850/AT1G56280/AT3G54860/AT2G38020/AT3G61710/AT1G14400/AT2G44100/AT4G24550/AT2G14720/AT3G17020/AT3G60600/AT5G16880/AT2G24200/AT5G03540/AT3G54300/AT2G45980,37
cluster8,GO:0070647,protein modification by small protein conjugation or removal,72/2827,298/20876,4.808715813749946e-7,3.0352614216389657e-5,2.3405791497662896e-5,AT1G23800/AT5G24350/AT3G59920/AT4G15090/AT4G28200/AT4G24560/AT1G25350/AT4G33650/AT1G79280/AT4G33150/AT1G21160/AT1G76260/AT5G02880/AT3G01320/AT5G07270/AT3G16630/AT2G26350/AT5G44750/AT1G47410/AT3G07360/AT4G01560/AT4G15900/AT4G04920/AT1G10570/AT4G28890/AT1G02090/AT5G14250/AT2G39760/AT1G51710/AT2G02560/AT4G38270/AT3G57870/AT5G20570/AT5G58410/AT3G20630/AT4G31160/AT5G46210/AT4G26430/AT1G31340/AT3G17205/AT2G28290/AT5G23390/AT3G04460/AT2G02760/AT5G13820/AT5G57740/AT1G09730/AT3G20490/AT1G72560/AT4G02460/AT2G38020/AT3G23900/AT2G41500/AT1G14400/AT2G30110/AT2G31970/AT1G55250/AT2G06990/AT5G16280/AT4G12570/AT3G27670/AT1G51420/AT1G64060/AT5G23450/AT2G21470/AT2G41460/AT5G64920/AT5G08450/AT3G47990/AT4G14290/AT4G11140/AT1G21410,72
cluster8,GO:0009750,response to fructose,42/2827,144/20876,7.094008823410194e-7,4.305517662823572e-5,3.320111012089954e-5,AT3G06850/AT1G23870/AT3G60750/AT1G20950/AT4G34390/AT3G54960/AT3G61430/AT4G28030/AT5G26780/AT4G33150/AT1G76260/AT1G30900/AT3G04350/AT5G35630/AT3G18060/AT5G06290/AT3G18780/AT1G03090/AT2G13360/AT1G78680/AT4G19840/AT3G02360/AT5G52060/AT2G42590/AT3G45300/AT4G35770/AT2G38290/AT3G53420/AT3G47340/AT4G37220/AT1G09780/AT5G05170/AT3G26090/AT5G54080/AT1G50320/AT3G52930/AT1G08630/AT1G20840/AT2G01830/AT5G20250/AT3G46440/AT2G42900,42
cluster8,GO:0015919,peroxisomal membrane transport,31/2827,94/20876,1.128012604649487e-6,6.357156750488895e-5,4.902190116446644e-5,AT5G08470/AT5G22000/AT5G13570/AT3G51840/AT3G05090/AT2G27090/AT2G27600/AT2G47980/AT5G03280/AT2G26350/AT2G27110/AT5G27150/AT3G19860/AT5G20350/AT4G34370/AT3G56310/AT3G03330/AT1G17210/AT4G29380/AT3G04460/AT2G45500/AT1G29400/AT4G31410/AT5G12200/AT3G06480/AT5G54080/AT3G62770/AT5G40280/AT3G59090/AT1G05940/AT4G10925,31
cluster8,GO:0016558,protein import into peroxisome matrix,31/2827,94/20876,1.128012604649487e-6,6.357156750488895e-5,4.902190116446644e-5,AT5G08470/AT5G22000/AT5G13570/AT3G51840/AT3G05090/AT2G27090/AT2G27600/AT2G47980/AT5G03280/AT2G26350/AT2G27110/AT5G27150/AT3G19860/AT5G20350/AT4G34370/AT3G56310/AT3G03330/AT1G17210/AT4G29380/AT3G04460/AT2G45500/AT1G29400/AT4G31410/AT5G12200/AT3G06480/AT5G54080/AT3G62770/AT5G40280/AT3G59090/AT1G05940/AT4G10925,31
